Population size:	Max generations:	Selection:	Recombination:	Recombination prob.:	Mutation:	Mutation prob.:	Agents:	Picks:	Columns:	TW:	CW:	Heuristic:		Fitness(AVG):	Time(AVG):	Fitness StdDev:	Time StdDev	Collisions (AVG)	Collisions StdDev	stdDevPicksPerAgent (AVG)
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	12	12	1	0	GA		768.82	768.82	122.6369748	122.6369748	0.4	1.42126704	1.22
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	12	12	1	0	GAxN		773.05	773.05	126.7851233	126.7851233	0.18	0.622575297	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	12	12	1	0	K-Means		1225.5	1225.5	322.8379625	322.8379625	0.18	0.40938979	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	12	12	1	0	Hybrid		936.96	936.96	206.4087653	206.4087653	0.14	0.490306027	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	12	12	1	0	GA		667.12	667.12	107.7449099	107.7449099	0.59	1.217333151	1.461375749
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	12	12	1	0	GAxN		679.51	679.51	118.6553408	118.6553408	0.24	0.492341345	1.567856762
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	12	12	1	0	K-Means		895.38	895.38	195.0489057	195.0489057	0.42	0.568858506	1.567856762
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	12	12	1	0	Hybrid		721.89	721.89	128.2484226	128.2484226	0.35	0.817006732	1.567856762
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	12	12	1	0	GA		625.21	625.21	96.45592724	96.45592724	1.18	2.016829195	1.425934306
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	12	12	1	0	GAxN		647.63	647.63	112.6890993	112.6890993	0.45	0.931396801	1.348285871
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	12	12	1	0	K-Means		797.25	797.25	170.9892614	170.9892614	0.76	1.175755077	1.348285871
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	12	12	1	0	Hybrid		663.54	663.54	115.3149964	115.3149964	0.57	0.919293207	1.348285871
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	12	12	1	0	GA		599.58	599.58	95.16629445	95.16629445	1.27	1.748456462	1.411468822
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	12	12	1	0	GAxN		631.71	631.71	107.2419037	107.2419037	0.62	1.34	1.080032514
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	12	12	1	0	K-Means		711.2	711.2	139.0208617	139.0208617	1.07	1.656834331	1.080032514
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	12	12	1	0	Hybrid		634.34	634.34	106.6968809	106.6968809	0.93	1.524827859	1.080032514
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	13	12	1	0	GA		1080.71	1080.71	191.7179853	191.7179853	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	13	12	1	0	GAxN		1080.71	1080.71	191.7179853	191.7179853	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	13	12	1	0	K-Means		2094.6	2094.6	399.8823827	399.8823827	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	13	12	1	0	Hybrid		1668.2	1668.2	296.9444056	296.9444056	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	13	12	1	0	GA		790.38	790.38	129.5508996	129.5508996	0.19	0.462493243	1.42
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	13	12	1	0	GAxN		778.39	778.39	121.5564803	121.5564803	0.08	0.305941171	1.9
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	13	12	1	0	K-Means		1235.7	1235.7	312.2776489	312.2776489	0.17	0.375632799	1.9
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	13	12	1	0	Hybrid		953.92	953.92	191.1596024	191.1596024	0.25	0.536190265	1.9
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	13	12	1	0	GA		681.25	681.25	107.3544014	107.3544014	0.6	1.679285562	1.582288561
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	13	12	1	0	GAxN		689.86	689.86	123.0751819	123.0751819	0.32	1.103449138	1.644444219
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	13	12	1	0	K-Means		913.77	913.77	175.535914	175.535914	0.37	0.594222181	1.644444219
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	13	12	1	0	Hybrid		741.06	741.06	121.6904943	121.6904943	0.37	0.673127031	1.644444219
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	13	12	1	0	GA		648.46	648.46	87.86653743	87.86653743	1.01	1.676275634	1.566083779
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	13	12	1	0	GAxN		652.19	652.19	114.7090838	114.7090838	0.44	0.972830921	1.428114035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	13	12	1	0	K-Means		794.75	794.75	157.7632007	157.7632007	0.73	0.810617049	1.428114035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	13	12	1	0	Hybrid		667.36	667.36	114.9064419	114.9064419	0.74	1.154296322	1.428114035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	13	12	1	0	GA		607.44	607.44	92.88932339	92.88932339	1.49	2.022350118	1.592901409
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	13	12	1	0	GAxN		633.36	633.36	113.5173573	113.5173573	0.86	1.50346267	1.253966388
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	13	12	1	0	K-Means		745.31	745.31	152.6023391	152.6023391	1.26	1.87946801	1.253966388
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	13	12	1	0	Hybrid		643.82	643.82	116.8794576	116.8794576	1.09	1.289147005	1.253966388
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	14	12	1	0	GA		1130.36	1130.36	195.4247436	195.4247436	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	14	12	1	0	GAxN		1130.36	1130.36	195.4247436	195.4247436	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	14	12	1	0	K-Means		2234.56	2234.56	405.9894166	405.9894166	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	14	12	1	0	Hybrid		1856.35	1856.35	333.8895439	333.8895439	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	14	12	1	0	GA		820.93	820.93	139.1352044	139.1352044	0.38	0.903105752	1.18
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	14	12	1	0	GAxN		811.97	811.97	123.0006874	123.0006874	0.13	0.594222181	2.23
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	14	12	1	0	K-Means		1361.09	1361.09	340.0823458	340.0823458	0.27	0.46593991	2.23
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	14	12	1	0	Hybrid		1069.8	1069.8	220.6931354	220.6931354	0.14	0.400499688	2.23
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	14	12	1	0	GA		720.15	720.15	106.4835551	106.4835551	0.57	0.738308878	1.674436384
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	14	12	1	0	GAxN		707.95	707.95	111.4634806	111.4634806	0.34	0.695988506	1.815405751
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	14	12	1	0	K-Means		984.56	984.56	197.2203499	197.2203499	0.44	0.697423831	1.815405751
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	14	12	1	0	Hybrid		786.08	786.08	134.8409196	134.8409196	0.31	0.627614531	1.815405751
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	14	12	1	0	GA		662.45	662.45	95.55965414	95.55965414	0.99	1.117989266	1.549905631
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	14	12	1	0	GAxN		669.65	669.65	113.8055688	113.8055688	0.49	0.877439457	1.526187945
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	14	12	1	0	K-Means		839.24	839.24	167.5331084	167.5331084	0.91	1.530326762	1.542089427
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	14	12	1	0	Hybrid		698.52	698.52	121.7094475	121.7094475	0.67	1.086784247	1.542089427
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	14	12	1	0	GA		635.09	635.09	94.23132123	94.23132123	1.3	1.878829423	1.611095757
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	14	12	1	0	GAxN		644.79	644.79	106.6624859	106.6624859	0.69	1.447031444	1.2820404
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	14	12	1	0	K-Means		755.02	755.02	150.4051848	150.4051848	1.17	1.122987088	1.2820404
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	14	12	1	0	Hybrid		655.62	655.62	108.7574163	108.7574163	1.23	1.70795199	1.2820404
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	15	12	1	0	GA		1203.89	1203.89	211.3039467	211.3039467	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	15	12	1	0	GAxN		1203.89	1203.89	211.3039467	211.3039467	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	15	12	1	0	K-Means		2367.3	2367.3	403.5106814	403.5106814	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	15	12	1	0	Hybrid		2005.71	2005.71	339.6790042	339.6790042	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	15	12	1	0	GA		867.12	867.12	132.1360874	132.1360874	0.21	0.475289386	1.46
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	15	12	1	0	GAxN		823.03	823.03	132.9407729	132.9407729	0.12	0.495580468	2.31
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	15	12	1	0	K-Means		1375.8	1375.8	317.3060668	317.3060668	0.23	0.507050293	2.31
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	15	12	1	0	Hybrid		1092.43	1092.43	213.3690819	213.3690819	0.14	0.37469988	2.31
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	15	12	1	0	GA		743.39	743.39	110.3982695	110.3982695	0.8	1.303840481	1.631746759
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	15	12	1	0	GAxN		713.76	713.76	120.495653	120.495653	0.2	0.469041576	1.84715503
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	15	12	1	0	K-Means		1000.47	1000.47	184.8339501	184.8339501	0.39	0.581291665	1.84715503
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	15	12	1	0	Hybrid		807.11	807.11	149.6417652	149.6417652	0.56	1.022936948	1.84715503
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	15	12	1	0	GA		690.26	690.26	99.72979695	99.72979695	1.41	1.876672587	1.657324756
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	15	12	1	0	GAxN		677.86	677.86	117.6222785	117.6222785	0.32	0.581033562	1.650404307
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	15	12	1	0	K-Means		859.44	859.44	183.6851829	183.6851829	0.78	0.866948672	1.654412824
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	15	12	1	0	Hybrid		715.15	715.15	124.846736	124.846736	0.66	0.777431669	1.654412824
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	15	12	1	0	GA		643.76	643.76	95.14800261	95.14800261	1.74	2.726242836	1.608092669
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	15	12	1	0	GAxN		657.96	657.96	106.8263937	106.8263937	0.87	1.842036916	1.44767743
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	15	12	1	0	K-Means		785.48	785.48	162.3273532	162.3273532	1.27	1.362754563	1.456119068
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	15	12	1	0	Hybrid		682.89	682.89	119.6400347	119.6400347	1.12	1.305986217	1.456119068
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	16	12	1	0	GA		1260.2	1260.2	202.9470867	202.9470867	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	16	12	1	0	GAxN		1260.2	1260.2	202.9470867	202.9470867	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	16	12	1	0	K-Means		2502.78	2502.78	403.065096	403.065096	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	16	12	1	0	Hybrid		2102.92	2102.92	367.2863373	367.2863373	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	16	12	1	0	GA		908.91	908.91	133.7591937	133.7591937	0.33	0.707884171	1.46
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	16	12	1	0	GAxN		849.66	849.66	140.0265132	140.0265132	0.06	0.276405499	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	16	12	1	0	K-Means		1447.71	1447.71	341.1323583	341.1323583	0.26	0.521919534	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	16	12	1	0	Hybrid		1192.54	1192.54	271.7733769	271.7733769	0.19	0.462493243	2.17
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	16	12	1	0	GA		778.67	778.67	116.181845	116.181845	0.67	0.938669271	1.605003223
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	16	12	1	0	GAxN		738.58	738.58	112.8171246	112.8171246	0.28	0.584465568	2.020004055
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	16	12	1	0	K-Means		1073.81	1073.81	204.7173512	204.7173512	0.46	0.684397545	2.020004055
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	16	12	1	0	Hybrid		860.49	860.49	175.0068853	175.0068853	0.33	0.58403767	2.020004055
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	16	12	1	0	GA		707.61	707.61	105.529512	105.529512	1.4	1.630950643	1.68443323
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	16	12	1	0	GAxN		691.35	691.35	107.2868468	107.2868468	0.36	0.685857128	1.726697934
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	16	12	1	0	K-Means		905.65	905.65	174.5508164	174.5508164	0.78	1.127652429	1.745877851
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	16	12	1	0	Hybrid		739.9	739.9	125.9979762	125.9979762	0.81	1.278240979	1.745877851
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	16	12	1	0	GA		676.31	676.31	98.30256304	98.30256304	2.18	2.459186857	1.605919069
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	16	12	1	0	GAxN		662.29	662.29	95.10239692	95.10239692	0.81	1.390647331	1.519515697
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	16	12	1	0	K-Means		806.17	806.17	149.5289975	149.5289975	1.58	1.738850195	1.541585726
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	16	12	1	0	Hybrid		687.02	687.02	102.162222	102.162222	1.43	1.83442089	1.541585726
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	17	12	1	0	GA		1343.23	1343.23	232.1901744	232.1901744	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	17	12	1	0	GAxN		1343.23	1343.23	232.1901744	232.1901744	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	17	12	1	0	K-Means		2643.4	2643.4	404.8134879	404.8134879	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	17	12	1	0	Hybrid		2260.43	2260.43	347.0012465	347.0012465	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	17	12	1	0	GA		963.96	963.96	140.8003494	140.8003494	0.35	0.683739717	1.6
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	17	12	1	0	GAxN		875.15	875.15	136.9603136	136.9603136	0.08	0.337045991	2.24
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	17	12	1	0	K-Means		1535.37	1535.37	334.7123737	334.7123737	0.16	0.392937654	2.24
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	17	12	1	0	Hybrid		1233.52	1233.52	259.1078339	259.1078339	0.19	0.61147363	2.24
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	17	12	1	0	GA		823.58	823.58	125.2147899	125.2147899	0.72	0.917387595	1.834447492
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	17	12	1	0	GAxN		747.2	747.2	119.6227403	119.6227403	0.37	0.832526276	2.081528323
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	17	12	1	0	K-Means		1100.04	1100.04	230.6727084	230.6727084	0.41	0.60158125	2.081528323
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	17	12	1	0	Hybrid		897.71	897.71	165.0578259	165.0578259	0.31	0.560267793	2.081528323
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	17	12	1	0	GA		748.69	748.69	102.3778975	102.3778975	1.31	1.598092613	1.810156394
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	17	12	1	0	GAxN		705.26	705.26	111.5934245	111.5934245	0.45	0.779422863	1.796209104
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	17	12	1	0	K-Means		968.06	968.06	194.0149901	194.0149901	0.79	0.930537479	1.796209104
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	17	12	1	0	Hybrid		775.35	775.35	126.4888434	126.4888434	0.72	1.059056184	1.796209104
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	17	12	1	0	GA		679.69	679.69	91.60007587	91.60007587	1.69	1.724499928	1.697490525
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	17	12	1	0	GAxN		663.8	663.8	98.70511638	98.70511638	0.52	0.818290902	1.599946139
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	17	12	1	0	K-Means		831.49	831.49	157.6696226	157.6696226	1.3	1.161895004	1.599946139
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	17	12	1	0	Hybrid		694.96	694.96	102.5104795	102.5104795	1.1	1.090871211	1.599946139
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	18	12	1	0	GA		1400.58	1400.58	221.7681754	221.7681754	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	18	12	1	0	GAxN		1400.58	1400.58	221.7681754	221.7681754	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	18	12	1	0	K-Means		2783.68	2783.68	412.3994879	412.3994879	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	18	12	1	0	Hybrid		2408.44	2408.44	358.0347	358.0347	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	18	12	1	0	GA		1011.56	1011.56	148.3496087	148.3496087	0.5	0.818535277	1.29
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	18	12	1	0	GAxN		885.53	885.53	137.5128689	137.5128689	0.07	0.255147016	2.33
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	18	12	1	0	K-Means		1535.03	1535.03	339.2253073	339.2253073	0.25	0.497493719	2.33
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	18	12	1	0	Hybrid		1261.38	1261.38	260.6795266	260.6795266	0.26	0.558927544	2.33
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	18	12	1	0	GA		841.44	841.44	121.5759285	121.5759285	0.81	1.22225202	1.933342302
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	18	12	1	0	GAxN		759.53	759.53	109.676657	109.676657	0.19	0.440340777	2.148294253
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	18	12	1	0	K-Means		1141.32	1141.32	197.2377185	197.2377185	0.46	0.669626762	2.148294253
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	18	12	1	0	Hybrid		919.74	919.74	153.5473621	153.5473621	0.5	1.024695077	2.148294253
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	18	12	1	0	GA		755.08	755.08	107.4115152	107.4115152	1.33	1.606580219	1.874277733
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	18	12	1	0	GAxN		706.67	706.67	110.0958723	110.0958723	0.37	0.716309989	1.923971493
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	18	12	1	0	K-Means		969.93	969.93	203.2444467	203.2444467	0.84	1.017054571	1.93093284
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	4	18	12	1	0	Hybrid		798.34	798.34	139.8301269	139.8301269	0.65	0.920597632	1.93093284
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	18	12	1	0	GA		706.35	706.35	100.537493	100.537493	1.82	1.669610733	1.611948052
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	18	12	1	0	GAxN		686.7	686.7	111.6434951	111.6434951	0.57	1.328570661	1.642186035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	18	12	1	0	K-Means		877.56	877.56	190.3351423	190.3351423	1.16	1.383618445	1.642186035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	5	18	12	1	0	Hybrid		731.42	731.42	123.770124	123.770124	1.09	1.304568894	1.642186035
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	19	12	1	0	GA		1478.75	1478.75	227.2671281	227.2671281	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	19	12	1	0	GAxN		1478.75	1478.75	227.2671281	227.2671281	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	19	12	1	0	K-Means		2925.06	2925.06	421.4883111	421.4883111	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	1	19	12	1	0	Hybrid		2578.29	2578.29	396.6719374	396.6719374	0	0	0
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	19	12	1	0	GA		1069.65	1069.65	154.7383194	154.7383194	0.29	0.553082272	1.43
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	19	12	1	0	GAxN		911.2	911.2	164.8072207	164.8072207	0.09	0.402367991	2.56
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	19	12	1	0	K-Means		1647.24	1647.24	379.7432585	379.7432585	0.37	0.702210795	2.56
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	2	19	12	1	0	Hybrid		1367.51	1367.51	301.4972138	301.4972138	0.29	0.667757441	2.56
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	19	12	1	0	GA		866	866	129.6504531	129.6504531	0.89	1.340857934	1.883877231
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	19	12	1	0	GAxN		771.85	771.85	116.6473639	116.6473639	0.22	0.481248377	2.477502773
100	100	Tournament(2)	PMX recombination (0.8)	0.8	Inversion mutation (0.025)	0.025	3	19	12	1	0	K-Means		1194.43	1194.43	252.4694934	252.4694934	0.7	1.307669683	2.477502773
